Indid	Sex	Ybirth	Fatid	Motid
35694	f	1974	3775	3776
35695	m	1978	3775	3776
35697	m	1973	3779	3780
35698	m	1974	3779	3780
35699	m	1985	3779	3780
35701	f	1977	3781	3782
35702	m	1979	3781	3782
35703	m	1950	3783	3784
35704	m	1952	3783	3784
35705	m	1958	3783	3784
35706	m	1960	3783	3784
35707	m	1968	3785	3786
35708	m	1969	3785	3786
35709	m	1972	3785	3786
35710	f	1973	3785	3786
35711	f	1978	3785	3786
35712	m	1981	3785	3786
35713	m	1983	3785	3786
35714	f	1975	3787	3788
35715	f	1979	3787	3788
35716	m	1983	3787	3788
35717	f	1974	3791	3792
35719	f	1977	3791	3792
35720	f	1979	3791	3792
35721	f	1982	3791	3792
35722	f	1953	3793	3794
35723	f	1960	3793	3794
35724	f	1964	3793	3794
35725	f	1974	3795	3796
35726	f	1977	3795	3796
35727	m	1980	3795	3796
35728	m	1975	3799	3800
35729	f	1977	3799	3800
35730	f	1978	3799	3800
35731	f	1977	3801	3802
35732	f	1980	3801	3802
35733	m	1983	3801	3802
35734	f	1926	3803	3804
35735	f	1932	3803	3804
35736	m	1953	3807	3806
35737	m	1956	3807	3806
35738	m	1958	3807	3806
35739	m	1962	3807	3806
35740	m	1975	3807	3808
35741	m	1978	3807	3808
35742	m	1980	3807	3808
35743	m	1974	3809	3810
35744	m	1975	3809	3810
35745	f	1977	3809	3810
35746	m	1979	3809	3810
35747	f	1981	3809	3810
35748	f	1974	3811	3812
35749	m	1976	3811	3812
35750	f	1978	3811	3812
35751	f	1981	3811	3812
35752	m	1947	3813	3814
35754	m	1954	3813	3814
35755	m	1956	3813	3814
35756	f	1958	3813	3814
35757	m	1959	3813	3814
35758	m	1966	3813	3814
35759	m	1974	3815	3816
35760	m	1975	3815	3816
35762	m	1977	3815	3816
35763	m	1979	3815	3816
35764	m	1980	3815	3816
35765	f	1983	3815	3816
35766	m	1941	3819	3820
35767	f	1944	3819	3820
35768	m	1948	3819	3820
35769	m	1965	3821	3822
35770	m	1966	3821	3822
35771	f	1970	3821	3822
35772	m	1975	3821	3822
35773	m	1979	3821	3822
35774	f	1979	3825	3826
35775	f	1981	3825	3826
35776	m	1948	3827	3828
35777	f	1961	3827	3828
35778	f	1962	3827	3828
35781	m	1977	3829	3830
35782	m	1981	3829	3830
35783	f	1977	3831	3832
35784	f	1981	3831	3832
35785	m	1883	3831	3832
35786	f	1949	3835	3836
35787	m	1960	3835	3836
35788	m	1951	3835	3836
35789	m	1955	3835	3836
35790	m	1956	3835	3836
35791	f	1959	3835	3836
35792	f	1960	3835	3836
35793	m	1979	3837	3838
35794	m	1980	3837	3838
35795	m	1982	3837	3838
35796	m	1985	3837	3838
35797	f	1988	3837	3838
35798	f	1992	3837	3838
35799	m	1979	3839	3840
35800	m	1981	3839	3840
35801	m	1983	3839	3840
35802	f	1985	3839	3840
35803	f	1968	3841	3842
35806	f	1963	3841	3842
35808	m	1967	3841	3842
35809	m	1968	3841	3842
35810	m	1971	3841	3842
35811	f	1973	3841	3842
35812	m	1922	3843	3844
35813	f	1941	3843	3844
35814	f	1969	3845	3846
35815	m	1976	3845	3846
35816	m	1946	3847	3848
35817	f	1966	3849	3850
35818	m	1967	3849	3850
35820	m	1970	3849	3850
35821	f	1971	3849	3850
35822	f	1974	3849	3850
35823	f	1887	3851	3852
35824	m	1963	3855	3856
35825	f	1960	3857	3858
35826	f	1965	3857	3858
35827	f	1967	3857	3858
35828	m	1970	3857	3858
35829	m	1960	3859	3860
35830	f	1967	3859	3860
35831	m	1973	3859	3860
35832	m	1977	3861	3862
35833	f	1962	3863	3864
35834	f	1967	3863	3864
35835	f	1963	3865	3866
35836	f	1971	3865	3866
35837	f	1974	3865	3866
35838	m	1976	3869	3870
35839	m	1978	3869	3870
35840	m	1980	3869	3870
35842	m	1972	3871	3872
35843	f	1977	3873	3872
35844	m	1967	3874	3875
35846	m	1964	3878	3879
35848	m	1966	3878	3879
35849	m	1970	3878	3879
35850	f	1963	3878	3879
35852	f	1971	3880	3881
35853	m	1979	3880	3881
35854	m	1967	3884	3885
35855	f	1968	3884	3885
35856	m	1969	3884	3885
35857	m	1972	3884	3885
35858	m	1973	3886	3887
35859	m	1974	3886	3887
35860	m	1959	3890	3891
35861	f	1962	3890	3891
35862	m	1964	3890	3892
35863	m	1965	3890	3892
35864	m	1966	3890	3892
35865	f	1961	3893	3894
35866	m	1939	3895	3896
35867	f	1949	3895	3896
35868	f	1951	3895	3896
35869	f	1964	3897	3898
35870	f	1974	3899	3898
35871	f	1976	3899	3898
35872	m	1968	3902	3903
35873	m	1971	3902	3903
35874	m	1974	3902	3903
35875	m	1978	3904	3905
35876	f	1980	3904	3905
35877	m	1974	3906	3907
35878	m	1976	3906	3907
35879	f	1977	3906	3907
35880	m	1979	3906	3907
35881	f	1980	3906	3907
35882	m	1975	3908	3909
35883	f	1955	3910	3911
35884	f	1963	3910	3911
35886	f	1962	3914	3915
35888	m	1969	3914	3915
35889	f	1972	3916	3917
35890	m	1947	3918	3919
35891	m	1949	3918	3919
35892	f	1952	3918	3919
35893	m	1956	3918	3919
35894	m	1957	3918	3919
35895	f	1971	3920	3921
35896	m	1973	3920	3921
35897	f	1978	3920	3921
35898	f	1974	3922	3923
35899	m	1976	3922	3923
35900	m	1979	3922	3923
35901	m	1952	3926	3927
35902	m	1955	3926	3927
35903	m	1978	3928	3929
35904	f	1980	3928	3929
35905	m	1983	3928	3929
35906	m	1976	3930	3931
35907	m	1978	3930	3931
35908	m	1979	3930	3931
35909	m	1962	3934	3935
35910	m	1965	3934	3935
35911	m	1971	3934	3935
35912	m	1979	3934	3935
35913	f	1941	5824	5825
35914	f	1947	5824	5825
35915	m	1917	11189	11190
35916	m	1912	11189	11190
35917	f	1919	11189	11190
35918	f	1923	11189	11190
35919	f	1930	11189	11190
35920	m	1968	3936	3937
35921	m	1969	3936	3937
35922	f	1972	3936	3937
35923	m	1976	3936	3937
35924	m	1940	3938	3939
35925	f	1967	3940	3941
35926	f	1969	3940	3941
35927	f	1974	3940	3941
35928	f	1981	3940	3941
35931	m	1975	3942	3943
35932	m	1977	3942	3943
35933	m	1980	3942	3943
35934	m	1973	3946	3947
35935	f	1977	3946	3947
35936	f	1980	3946	3947
35937	f	1922	3948	3949
35938	f	1925	3948	3949
35939	m	1941	3950	3951
35940	f	1952	3950	3951
35941	f	1975	3954	3955
35942	f	1929	3956	3957
35943	m	1931	3956	3957
35944	m	1974	3958	3959
35945	f	1977	3958	3959
35946	m	1978	3958	3959
35947	f	1984	3958	3959
35948	m	1951	3962	3963
35949	m	1955	3962	3963
35950	m	1956	3962	3963
35951	f	1945	3964	3965
35952	m	1952	3964	3965
35953	m	1954	3964	3965
35954	m	1955	3964	3965
35955	m	1957	3964	3965
35956	f	1961	3964	3965
35957	f	1971	3966	3967
35958	m	1974	3966	3967
35959	m	1980	3966	3967
35960	m	1974	3968	3969
35961	f	1978	3968	3969
35962	m	1975	3970	3971
35963	f	1979	3970	3971
35964	f	1979	3970	3971
35965	f	1956	3978	3979
35966	f	1957	3978	3979
35967	f	1958	3978	3979
35968	f	1959	3978	3979
35969	m	1963	3978	3979
35970	f	1969	3978	3979
35972	m	1977	3980	3981
35973	m	1979	3980	3981
35974	m	1981	3980	3981
35975	m	1951	3982	3983
35976	m	1955	3982	3983
35977	m	1977	3984	3985
35978	f	1979	3984	3985
35979	f	1981	3984	3985
35980	f	1985	3984	3985
35981	f	1941	3986	3987
35982	f	1943	3986	3987
35983	m	1945	3986	3987
35984	m	1947	3986	3987
35985	m	1949	3986	3987
35986	m	1953	3986	3987
35987	m	1979	3988	3989
35988	f	1924	3990	3991
35989	m	1940	3992	3993
35992	m	1966	3994	3995
35993	f	1967	3994	3995
35994	f	1982	3996	3997
35995	f	1984	3996	3997
35996	f	1988	3996	3997
35997	m	1992	3996	3997
35998	m	1957	3998	3999
35999	m	1959	3998	3999
36000	f	1960	3998	3999
36001	f	1961	3998	3999
36002	m	1981	6780	6781
36003	f	1977	6780	6781
36004	m	1954	4000	4001
36005	f	1955	4000	4001
36006	f	1956	4000	4001
36007	m	1959	4000	4001
36008	m	1962	4000	4001
36009	f	1968	4000	4001
36010	f	1959	4002	4003
36011	m	1961	4002	4003
36012	f	1962	4002	4003
36013	m	1964	4002	4003
36014	f	1888	4004	4005
36015	f	1897	4004	4005
36016	f	1905	4004	4005
36017	m	1894	4008	4009
36018	m	1896	4008	4009
36019	f	1906	4008	4009
36020	m	1928	4010	4011
36021	m	1936	4010	4011
36022	m	1937	4010	4011
36023	f	1948	4012	4013
36024	m	1951	4012	4013
36025	m	1954	4012	4013
36026	m	1958	4012	4013
36027	m	1960	4012	4013
36028	m	1963	4012	4013
36029	m	1916	11197	11198
36030	f	1958	4016	4017
36031	f	1962	4016	4017
36032	m	1964	4016	4017
36033	f	1948	4018	4019
36034	m	1949	4018	4019
36035	m	1952	4018	4019
36036	f	1955	4018	4019
36038	f	1966	4020	4021
36039	f	1956	4022	4023
36040	m	1959	4022	4023
36041	m	1964	4024	4025
36042	f	1965	4026	4027
36043	m	1956	4026	4027
36044	f	1950	4028	4029
36045	f	1952	4028	4029
36046	f	1953	4028	4029
36047	f	1958	4028	4029
36048	f	1961	4028	4029
36049	m	1964	4028	4029
36050	f	1969	4028	4029
36051	f	1949	4030	4031
36052	f	1952	4030	4031
36053	f	1954	4030	4031
36054	m	1957	4030	4031
36055	m	1963	4030	4031
36056	f	1950	4032	4033
36057	m	1953	4032	4033
36058	f	1955	4032	4033
36060	m	1964	4032	4033
36061	f	1965	4032	4033
36062	f	1935	4045	4046
36063	f	1946	4034	4035
36064	m	1958	4036	4037
36065	f	1968	4036	4037
36066	f	1980	4036	4037
36067	m	1926	4038	4039
36068	m	1961	4040	4041
36069	f	1961	4042	4043
36070	f	1962	4042	4043
36071	m	1963	4042	4043
36072	f	1967	4042	4043
36073	m	1968	4042	4043
36074	f	1973	4042	4043
36075	f	1975	4042	4043
36077	f	1978	4042	4043
36078	f	1950	4045	4046
36079	f	1933	4049	4050
36080	m	1941	4051	4052
36081	f	1944	4051	4052
36082	f	1946	4051	4052
36083	f	1949	4051	4052
36084	m	1952	4051	4052
36085	f	1930	4053	4054
36086	f	1922	4055	4056
36087	m	1931	4055	4056
36088	m	1925	4057	4058
36089	f	1930	4057	4058
36090	m	1896	11205	11206
36091	m	1885	4059	4060
36092	m	1886	4059	4060
36093	m	1888	4059	4060
36094	m	1895	4059	4060
36095	m	1919	4077	4078
36096	f	1927	4077	4078
36097	f	1951	4091	4092
36098	m	1955	4091	4092
36099	m	1939	4093	4094
36100	f	1915	4096	4097
36101	f	1930	4100	4101
36102	m	1934	4102	4103
36103	f	1940	4102	4103
36104	m	1844	4102	4103
36105	f	1946	4102	4103
36106	f	1948	4102	4103
36107	m	1929	4106	4107
36108	m	1931	4106	4107
36109	f	1942	4108	4109
36110	f	1946	4108	4109
36111	f	1949	4108	4109
36112	f	1955	4108	4109
36113	m	1938	4110	4111
36114	m	1943	4110	4111
36115	m	1945	4113	4112
36116	m	1947	4113	4112
36117	m	1936	4114	4115
36118	f	1938	4114	4115
36119	m	1940	4114	4115
36120	f	1942	4114	4115
36122	m	1946	4114	4115
36123	m	1948	4114	4115
36124	m	1926	4116	4117
36125	m	1929	4116	4117
36126	f	1928	4122	4123
36127	f	1949	4124	4125
36128	m	1953	4124	4125
36129	f	1955	4124	4125
36130	m	1918	4128	4129
36131	f	1932	4134	4135
36132	f	1932	4142	4143
36133	m	1933	4142	4143
36134	f	1947	4142	4143
36135	f	1949	4142	4143
36136	f	1887	10871	4147
36137	m	1889	10871	4147
36138	f	1893	4150	4151
36139	f	1896	4150	4151
36141	m	1907	4150	4151
36142	f	1909	4150	4151
36143	f	1923	4158	4159
36144	m	1930	4158	4159
36145	m	1932	4158	4159
36146	m	1933	4158	4159
36147	f	1935	4158	4159
36148	f	1937	4158	4159
36149	m	1938	4158	4159
36150	m	1939	4158	4159
36151	m	1943	4160	4161
36152	f	1898	4164	4165
36153	m	1900	4164	4165
36154	f	1902	4164	4165
36155	f	1905	4164	4165
36156	m	1877	4166	4167
36157	m	1932	4170	4171
36158	f	1934	4170	4171
36159	f	1904	4172	4173
36160	f	1909	4172	4173
36161	m	1911	4172	4173
36162	m	1962	4176	4177
36163	m	1969	4176	4177
36164	f	1904	4180	4181
36165	f	1906	4180	4181
36166	f	1908	4180	4181
36167	m	1947	4186	4187
36168	m	1948	4186	4187
36169	m	1949	4186	4187
36170	m	1953	4186	4187
36171	m	1955	4186	4187
36172	m	1956	4186	4187
36173	m	1958	4186	4187
36174	f	1965	4186	4187
36175	m	1959	4188	4189
36177	m	1965	4188	4189
36178	m	1966	4188	4189
36179	f	1973	4188	4189
36180	f	1963	4190	4191
36181	f	1966	4190	4191
36182	f	1961	4192	4193
36183	f	1963	4192	4193
36184	m	1969	4192	4193
36185	f	1961	4196	4197
36186	f	1964	4196	4197
36187	f	1969	4196	4197
36188	m	1961	4198	4199
36189	m	1963	4198	4199
36190	f	1966	4198	4199
36191	f	1971	4198	4199
36192	f	1935	4202	4203
36193	m	1930	4204	4205
36195	m	1932	4206	4207
36196	m	1934	4206	4207
36197	f	1936	4206	4207
36198	f	1938	4206	4207
36200	f	1934	4208	4209
36201	m	1936	4208	4209
36202	m	1938	4208	4209
36203	f	1940	4208	4209
36204	f	1944	4208	4209
36205	m	1960	4214	4215
36206	m	1968	4214	4215
36207	m	1961	4216	4217
36208	f	1963	4216	4217
36209	m	1965	4216	4217
36210	m	1967	4216	4217
36211	m	1971	4216	4217
36212	f	1934	4218	4219
36213	f	1964	4220	4221
36214	f	1969	4220	4221
36215	m	1972	4220	4221
36216	f	1965	4222	4223
36217	m	1967	4222	4223
36218	m	1970	4222	4223
36219	f	1970	4224	4225
36220	f	1972	4224	4225
36221	f	1941	4226	4227
36222	f	1942	4226	4227
36223	m	1944	4226	4227
36224	m	1946	4226	4227
36225	m	1950	4226	4227
36227	f	1930	4228	4229
36229	m	1938	4228	4229
36230	m	1963	4230	4231
36231	f	1965	4230	4231
36232	m	1937	4236	4237
36233	f	1939	4236	4237
36234	f	1941	4236	4237
36235	f	1943	4236	4237
36236	f	1945	4236	4237
36237	f	1967	4238	4239
36238	m	1968	4238	4239
36239	f	1969	4238	4239
36240	m	1972	4238	4239
36241	m	1965	4240	4241
36242	m	1968	4240	4241
36243	m	1971	4240	4241
36244	f	1972	4240	4241
36245	m	1975	4240	4241
36246	m	1979	4240	4241
36247	m	1981	4240	4241
36248	f	1940	4242	4243
36249	f	1942	4242	4243
36250	m	1944	4242	4243
36251	m	1946	4242	4243
36252	m	1948	4242	4243
36253	m	1950	4242	4243
36254	m	1952	4242	4243
36255	m	1966	4244	4245
36256	m	1970	4244	4245
36257	f	1972	4244	4245
36258	m	1975	4244	4245
36259	f	1974	4246	4247
36260	m	1975	4246	4247
36261	f	1978	4246	4247
36262	f	1980	4248	4249
36263	f	1981	4248	4249
36264	m	1980	4250	4251
36265	m	1965	4254	4255
36266	f	1970	4254	4255
36267	f	1978	4254	4255
36268	m	1985	2456	4257
36269	m	1987	2456	4257
36271	m	1975	4258	4259
36272	f	1978	4258	4259
36273	m	1926	4260	4261
36274	m	1955	4262	4263
36276	m	1980	4264	4265
36277	f	1969	4266	4267
36278	m	1983	4268	4269
36279	m	1984	4268	4269
36280	f	1986	4268	4269
36281	f	1955	4272	4273
36282	m	1971	4274	4275
36283	m	1973	4274	4275
36284	m	1984	4276	4277
36285	f	1986	4276	4277
36286	f	1989	4276	4277
36287	f	1979	4278	4279
36288	f	1980	4278	4279
36289	f	1980	4280	4281
36290	m	1981	4280	4281
36291	m	1983	4280	4281
36292	f	1980	4282	4283
36293	m	1983	4282	4283
36294	m	1982	4284	4285
36295	m	1985	4284	4285
36296	m	1988	4284	4285
36297	m	1951	4286	4287
36298	m	1966	4286	4287
36299	m	1983	4288	4289
36300	m	1960	4292	4293
36301	f	1961	4292	4293
36302	m	1972	4292	4293
36303	f	1958	4294	4295
36304	m	1959	4294	4295
36305	m	1962	4294	4295
36306	m	1964	4294	4295
36307	m	1969	4294	4295
36308	m	1965	4298	4299
36309	f	1961	4298	4299
36310	m	1968	4298	4299
36311	m	1974	4298	4299
36312	f	1967	4302	4303
36313	m	1974	4302	4303
36315	f	1932	4304	4305
36316	m	1943	4304	4305
36317	f	1963	4306	4307
36318	f	1966	4306	4307
36319	f	1969	4306	4307
36321	m	1977	4306	4307
36322	f	1976	4308	4309
36323	f	1971	4308	4309
36324	f	1975	4312	4313
36325	f	1887	4314	4315
36326	m	1889	4314	4315
36327	m	1891	4314	4315
36329	f	1897	4314	4315
36330	m	1899	4314	4315
36331	f	1901	4314	4315
36332	f	1903	4314	4315
36333	f	1934	4316	4317
36334	f	1952	4318	4319
36335	m	1955	4318	4319
36336	m	1955	4318	4319
36337	f	1956	4318	4319
36338	m	1960	4318	4319
36339	m	1965	4318	4319
36340	f	1967	4318	4319
36341	f	1971	4320	4321
36342	m	1973	4320	4321
36344	f	1979	4320	4321
36345	m	1982	4320	4321
36346	f	1980	4322	4323
36347	m	1983	4322	4323
36348	f	1979	4326	4327
36349	m	1981	4326	4327
36350	f	1977	4328	4329
36351	m	1979	4328	4329
36352	m	1981	4328	4329
36353	m	1983	4328	4329
36354	m	1985	4328	4329
36355	m	1973	4330	4331
36356	f	1975	4330	4331
36357	f	1970	4332	4333
36358	f	1976	4332	4333
36359	f	1976	4334	4335
36360	m	1978	4334	4335
36361	m	1975	4338	4339
36362	m	1977	4338	4339
36363	m	1979	4338	4339
36364	m	1982	4338	4339
36365	f	1958	4340	4341
36366	m	1959	4340	4341
36367	m	1963	4340	4341
36368	m	1965	4340	4341
36369	f	1968	4340	4341
36370	m	1982	4342	4343
36371	f	1983	4342	4343
36372	m	1966	4346	4347
36373	f	1969	4346	4347
36374	m	1970	4346	4347
36375	m	1977	4346	4347
36376	f	1935	4348	4349
36377	m	1938	4348	4349
36378	m	1944	4348	4349
36379	m	1946	4348	4349
36380	f	1948	4348	4349
36381	m	1976	4350	4351
36382	f	1979	4350	4351
36383	f	1982	4350	4351
36384	m	1986	4350	4351
36385	m	1965	4352	4353
36386	f	1966	4352	4353
36387	f	1969	4352	4353
36388	m	1972	4352	4353
36389	m	1965	4354	4355
36390	f	1967	4354	4355
36392	m	1976	4358	4359
36393	m	1977	4358	4359
36395	f	1971	4362	4363
36396	f	1973	4362	4363
36397	m	1980	4362	4363
36398	m	1970	4366	4367
36399	f	1970	4366	4367
36400	f	1976	4366	4367
36401	f	1977	4368	4369
36402	m	1980	4368	4369
36403	f	1982	4368	4369
36404	m	1984	4368	4369
36405	f	1987	4368	4369
36406	m	1990	4368	4369
36407	m	1979	4370	4371
36408	f	1981	4370	4371
36409	f	1977	4374	4375
36410	m	1980	4374	4375
36411	m	1982	4374	4375
36412	f	1984	4376	4377
36413	m	1988	4376	4377
36414	m	1945	4378	4379
36415	f	1957	4380	4381
36417	m	1986	4382	4383
36418	f	1991	4382	4383
36419	m	1991	4382	4383
36420	m	1964	4386	4387
36421	f	1966	4386	4387
36422	m	1969	4386	4387
36424	m	1972	4386	4387
36425	m	1977	4386	4387
36426	f	1978	4386	4387
36427	f	1981	4386	4387
36428	f	1966	4388	4389
36429	m	1969	4388	4389
36430	m	1969	4388	4389
36432	f	1965	4392	4393
36433	f	1969	4392	4393
36434	f	1977	4392	4393
36435	f	1975	4394	4395
36436	m	1977	4394	4395
36437	f	1978	4394	4395
36438	m	1981	4394	4395
36439	f	1945	4396	4397
36440	m	1947	4396	4397
36441	f	1951	4396	4397
36442	m	1953	4396	4397
36443	f	1946	4398	4399
36444	f	1948	4398	4399
36445	f	1950	4398	4399
36446	m	1954	4400	4399
36447	m	1956	4400	4399
36448	f	1965	4401	4402
36449	m	1967	4401	4402
36450	m	1970	4401	4402
36451	f	1972	4407	4408
36452	m	1967	4413	4414
36453	f	1969	4413	4414
36454	f	1973	4413	4414
36455	f	1950	4415	4416
36456	m	1969	4417	4418
36457	f	1972	4417	4418
36458	f	1975	4419	4420
36459	f	1979	4419	4420
36460	f	1949	4421	4422
36461	f	1954	4421	4422
36462	f	1955	4421	4422
36463	f	1962	4421	4422
36464	f	1983	4423	4424
36465	f	1983	4423	4424
36466	f	1950	4425	4426
36467	f	1976	4427	4428
36468	f	1978	4427	4428
36469	m	1980	4427	4428
36470	m	1951	4429	4430
36471	m	1953	4429	4430
36472	f	1965	4429	4430
36473	f	1959	4429	4430
36474	f	1959	4429	4430
36475	f	1964	4429	4430
36476	m	1950	4431	4432
36477	m	1951	4431	4432
36478	m	1953	4431	4432
36479	f	1954	4431	4432
36480	m	1955	4431	4432
36481	f	1957	4431	4432
36482	f	1966	4431	4432
36483	f	1983	4433	4434
36484	m	1984	4433	4434
36485	m	1989	4433	4434
36486	m	1957	4435	4436
36487	m	1959	4435	4436
36488	m	1975	4437	4438
36489	m	1912	1058	1059
36490	m	1871	807	808
36491	m	1908	1058	1059
36492	m	1953	4439	4440
36493	m	1965	4439	4440
36494	m	1956	4439	4440
36495	f	1981	4441	4442
36496	f	1983	4443	4444
36497	m	1985	4443	4444
36498	m	1987	4443	4444
36499	m	1978	4447	4448
36500	m	1980	4447	4448
36501	m	1984	4447	4448
36502	m	1947	4449	4450
36503	f	1949	4449	4450
36504	m	1953	4449	4450
36506	f	1977	4451	4452
36507	m	1980	4451	4452
36508	m	1977	4453	4454
36509	m	1981	4453	4454
36510	f	1985	4453	4454
36511	m	1990	4453	4454
36512	m	1971	4455	4456
36513	m	1973	4455	4456
36514	m	1976	4455	4456
36515	m	1980	4455	4456
36516	m	1976	4457	4458
36517	m	1978	4457	4458
36518	f	1958	4461	4462
36519	m	1968	4461	4462
36520	f	1978	4463	4464
36521	m	1980	4463	4464
36522	f	1978	4465	4466
36523	f	1980	4465	4466
36524	m	1983	4465	4466
36525	m	1944	4467	4468
36526	m	1945	4467	4468
36527	m	1946	4467	4468
36528	f	1948	4467	4468
36529	f	1949	4467	4468
36530	m	1952	4467	4468
36531	f	1954	4467	4468
36532	f	1957	4467	4468
36533	m	1965	4469	4470
36534	f	1966	4469	4470
36536	f	1970	4469	4470
36537	f	1977	4471	4472
36538	f	1981	4471	4472
36539	m	1984	4471	4472
36540	f	1927	4481	4482
36541	f	1932	4481	4482
36542	m	1947	4483	4484
36543	m	1948	4483	4484
36544	m	1951	4483	4484
36545	m	1953	4483	4484
36546	f	1964	4483	4484
36547	f	1949	4485	4486
36548	m	1952	4485	4486
36549	f	1954	4485	4486
36550	f	1957	4485	4486
36551	f	1959	4485	4486
36552	m	1961	4485	4486
36553	m	1963	4485	4486
36554	m	1956	4489	4490
36555	m	1957	4489	4490
36556	m	1958	4489	4490
36557	f	1960	4489	4490
36558	m	1962	4489	4490
36559	f	1964	4489	4490
36560	m	1966	4489	4490
36561	m	1935	4491	4492
36562	m	1938	4491	4492
36563	m	1940	4491	4492
36564	m	1942	4491	4492
36565	m	1948	4491	4492
36566	f	1946	4491	4492
36567	m	1957	4493	4494
36568	f	1958	4493	4494
36570	m	1964	4493	4494
36572	m	1961	4495	4496
36573	m	1951	4497	4498
36574	m	1954	4497	4498
36575	m	1956	4497	4498
36576	f	1958	4497	4498
36577	f	1958	4499	4500
36578	m	1960	4499	4500
36579	m	1963	4499	4500
36580	m	1951	4501	4502
36581	f	1957	4501	4502
36582	f	1959	4501	4502
36583	m	1960	4501	4502
36584	m	1963	4501	4502
36585	m	1965	4501	4502
36586	m	1967	4501	4502
36587	f	1973	4503	4504
36588	f	1975	4503	4504
36589	f	1979	4503	4504
36590	m	1980	4503	4504
36591	m	1980	4505	4506
36592	m	1977	4509	4510
36593	f	1980	4509	4510
36594	m	1934	4511	4512
36597	m	1953	4513	4514
36598	f	1956	4513	4514
36599	m	1920	4515	4516
36600	f	1922	4515	4516
36601	f	1955	4518	4517
36602	m	1957	4518	4517
36603	m	1960	4518	4517
36604	f	1984	4523	4524
36605	m	1948	4527	4528
36606	f	1952	4527	4528
36607	m	1969	4529	4530
36608	f	1973	4529	4530
36609	f	1977	4529	4530
36610	f	1981	4529	4530
36611	f	1983	4529	4530
36612	m	1967	4531	4532
36613	m	1967	4531	4532
36614	f	1971	4531	4532
36615	f	1972	4531	4532
36616	f	1975	4531	4532
36617	m	1972	4537	4538
36618	m	1974	4537	4538
36619	f	1979	4537	4538
36620	f	1975	4539	4540
36621	m	1977	4539	4540
36622	f	1982	4539	4540
36623	f	1981	4541	4542
36625	m	1952	4543	4544
36626	m	1953	4543	4544
36627	m	1955	4543	4544
36628	f	1957	4543	4544
36629	f	1959	4543	4544
36630	m	1959	4543	4544
36631	m	1962	4543	4544
36632	m	1950	4545	4546
36633	f	1951	4545	4546
36634	m	1953	4545	4546
36635	f	1955	4545	4546
36636	f	1956	4545	4546
36637	m	1958	4545	4546
36638	f	1959	4545	4546
36639	f	1960	4545	4546
36640	m	1962	4545	4546
36641	m	1964	4545	4546
36642	f	1966	4545	4546
36643	m	1974	4545	4546
36644	f	1977	4547	4548
36645	m	1980	4547	4548
36646	f	1982	4547	4548
36647	f	1957	4549	4550
36649	f	1968	4549	4550
36650	m	1986	4551	4552
36651	m	1989	4551	4552
36652	m	1980	4553	4554
36653	m	1982	4553	4554
36654	f	1983	4555	4556
36655	m	1951	4557	4558
36656	m	1956	4557	4558
36657	f	1958	4557	4558
36659	f	1963	4559	4560
36660	f	1964	4561	4562
36661	m	1967	4561	4562
36662	f	1977	4561	4562
36663	m	1955	4565	4566
36664	f	1956	4565	4566
36665	m	1958	4565	4566
36666	m	1959	4565	4566
36667	m	1959	4565	4566
36668	m	1962	4565	4566
36669	m	1971	4565	4566
36671	f	1977	4565	4566
36672	m	1963	4567	4568
36673	f	1964	4567	4568
36675	f	1970	4567	4568
36676	f	1971	4567	4568
36677	f	1956	4569	4570
36678	m	1957	4569	4570
36679	m	1957	4569	4570
36680	m	1960	4569	4570
36681	f	1976	4571	4572
36682	m	1978	4571	4572
36683	m	1985	4571	9138
36684	f	1987	4571	9138
36685	f	1988	4573	4574
36686	m	1990	4573	4574
36687	m	1960	4579	4580
36688	f	1973	4581	4582
36689	m	1975	4581	4582
36690	f	1977	4581	4582
36691	f	1979	4581	4582
36692	f	1983	4583	4584
36693	f	1985	4583	4584
36694	f	1955	4585	4586
36695	m	1977	4589	4590
36696	f	1980	4589	4590
36697	m	1985	4589	4590
36698	m	1919	4591	4592
36699	m	1921	4591	4592
36700	m	1968	4593	4594
36701	f	1969	4593	4594
36703	m	1973	4597	4598
36704	f	1975	4597	4598
36705	m	1977	4597	4598
36707	f	1987	4601	4602
36709	m	1949	4603	4604
36710	m	1973	4605	4606
36711	f	1975	4605	4606
36712	m	1976	4605	4606
36713	m	1978	4605	4606
36714	f	1982	4605	4606
36715	m	1985	4605	4606
36717	m	1945	4607	4608
36718	m	1947	4607	4608
36720	m	1976	4609	4610
36721	m	1976	4609	4610
36722	f	1949	4611	4612
36723	f	1977	4613	4614
36724	f	1980	4613	4614
36725	f	1984	4613	4614
36726	m	1987	4615	4616
36727	f	1990	4615	4616
36728	m	1985	4617	4618
36729	m	1959	4619	4620
36730	m	1961	4619	4620
36731	m	1963	4619	4620
36732	f	1965	4619	4620
36733	f	1984	4621	4622
36734	f	1986	4621	4622
36735	m	1989	4621	4622
36736	f	1983	4623	4624
36737	f	1983	4623	4624
36738	m	1985	4623	4624
36739	m	1990	4623	4624
36740	f	1987	4625	4626
36741	f	1935	4627	4628
36742	f	1950	4634	4635
36743	f	1947	4640	4641
36744	f	1964	4642	4643
36745	f	1966	4642	4643
36746	m	1967	4642	4643
36747	f	1970	4642	4643
36748	f	1935	4648	4649
36749	m	1939	4648	4649
36750	f	1966	4650	4651
